C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/30,11:00:02,0000000421335276,DEMAND,0000000421335275
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/30 10:30:00",NSW1,2346.293,0.6,SATELLITE,"2024/05/30 10:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/30 10:30:00",QLD1,1818.613,0.6,SATELLITE,"2024/05/30 10:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/30 10:30:00",QLDC,241.959,0.6,SATELLITE,"2024/05/30 10:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/30 10:30:00",QLDN,257.941,0.6,SATELLITE,"2024/05/30 10:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/30 10:30:00",QLDS,1318.713,0.6,SATELLITE,"2024/05/30 10:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/30 10:30:00",SA1,127.387,0.6,SATELLITE,"2024/05/30 10:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/30 10:30:00",TAS1,40.086,0.6,SATELLITE,"2024/05/30 10:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/30 10:30:00",TASN,26.49,0.6,SATELLITE,"2024/05/30 10:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/30 10:30:00",TASS,13.595,0.6,SATELLITE,"2024/05/30 10:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/30 10:30:00",VIC1,711.621,0.6,SATELLITE,"2024/05/30 10:50:22"
C,"END OF REPORT",13
