C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/03,16:00:03,0000000421795730,DEMAND,0000000421795729
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/03 15:30:00",NSW1,984.125,0.6,SATELLITE,"2024/06/03 15:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/03 15:30:00",QLD1,1293.25,0.6,SATELLITE,"2024/06/03 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/03 15:30:00",QLDC,128.169,0.6,SATELLITE,"2024/06/03 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/03 15:30:00",QLDN,302.906,0.6,SATELLITE,"2024/06/03 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/03 15:30:00",QLDS,862.176,0.6,SATELLITE,"2024/06/03 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/03 15:30:00",SA1,237.799,0.6,SATELLITE,"2024/06/03 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/03 15:30:00",TAS1,15.871,0.6,SATELLITE,"2024/06/03 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/03 15:30:00",TASN,9.845,0.6,SATELLITE,"2024/06/03 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/03 15:30:00",TASS,6.026,0.6,SATELLITE,"2024/06/03 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/03 15:30:00",VIC1,440.153,0.6,SATELLITE,"2024/06/03 15:50:24"
C,"END OF REPORT",13
