C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/12,12:00:02,0000000422773111,DEMAND,0000000422773110
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/12 11:30:00",NSW1,2229.04,0.6,SATELLITE,"2024/06/12 11:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/12 11:30:00",QLD1,2851.478,0.6,SATELLITE,"2024/06/12 11:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/12 11:30:00",QLDC,284.603,0.6,SATELLITE,"2024/06/12 11:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/12 11:30:00",QLDN,521.601,0.6,SATELLITE,"2024/06/12 11:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/12 11:30:00",QLDS,2045.274,0.6,SATELLITE,"2024/06/12 11:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/12 11:30:00",SA1,733.782,0.6,SATELLITE,"2024/06/12 11:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/12 11:30:00",TAS1,69.917,0.6,SATELLITE,"2024/06/12 11:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/12 11:30:00",TASN,43.115,0.6,SATELLITE,"2024/06/12 11:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/12 11:30:00",TASS,26.802,0.6,SATELLITE,"2024/06/12 11:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/12 11:30:00",VIC1,1137.694,0.6,SATELLITE,"2024/06/12 11:50:23"
C,"END OF REPORT",13
