C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/12,08:30:02,0000000422745726,DEMAND,0000000422745725
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:00:00",NSW1,513.188,0.6,SATELLITE,"2024/06/12 08:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:00:00",QLD1,860.681,0.6,SATELLITE,"2024/06/12 08:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:00:00",QLDC,85.927,0.6,SATELLITE,"2024/06/12 08:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:00:00",QLDN,129.914,0.6,SATELLITE,"2024/06/12 08:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:00:00",QLDS,644.84,0.6,SATELLITE,"2024/06/12 08:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:00:00",SA1,17.44,0.6,SATELLITE,"2024/06/12 08:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:00:00",TAS1,4.436,0.6,SATELLITE,"2024/06/12 08:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:00:00",TASN,2.73,0.6,SATELLITE,"2024/06/12 08:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:00:00",TASS,1.706,0.6,SATELLITE,"2024/06/12 08:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 08:00:00",VIC1,90.583,0.6,SATELLITE,"2024/06/12 08:20:22"
C,"END OF REPORT",13
