C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/02,16:30:02,0000000421690375,DEMAND,0000000421690374
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/02 16:00:00",NSW1,486.326,0.6,SATELLITE,"2024/06/02 16:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/02 16:00:00",QLD1,856.589,0.6,SATELLITE,"2024/06/02 16:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/02 16:00:00",QLDC,86.229,0.6,SATELLITE,"2024/06/02 16:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/02 16:00:00",QLDN,230.7,0.6,SATELLITE,"2024/06/02 16:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/02 16:00:00",QLDS,539.66,0.6,SATELLITE,"2024/06/02 16:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/02 16:00:00",SA1,455.445,0.6,SATELLITE,"2024/06/02 16:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/02 16:00:00",TAS1,14.755,0.6,SATELLITE,"2024/06/02 16:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/02 16:00:00",TASN,9.627,0.6,SATELLITE,"2024/06/02 16:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/02 16:00:00",TASS,5.128,0.6,SATELLITE,"2024/06/02 16:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/02 16:00:00",VIC1,435.306,0.6,SATELLITE,"2024/06/02 16:20:22"
C,"END OF REPORT",13
