C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/11,18:00:02,0000000422681839,DEMAND,0000000422681838
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/11 17:30:00",NSW1,0.05,0.6,SATELLITE,"2024/06/11 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/11 17:30:00",QLD1,26.577,0.6,SATELLITE,"2024/06/11 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/11 17:30:00",QLDC,0.217,0.6,SATELLITE,"2024/06/11 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/11 17:30:00",QLDN,26.136,0.6,SATELLITE,"2024/06/11 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/11 17:30:00",QLDS,0.224,0.6,SATELLITE,"2024/06/11 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/11 17:30:00",SA1,41.412,0.6,SATELLITE,"2024/06/11 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/11 17:30:00",TAS1,0,0.6,SATELLITE,"2024/06/11 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/11 17:30:00",TASN,0,0.6,SATELLITE,"2024/06/11 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/11 17:30:00",TASS,0,0.6,SATELLITE,"2024/06/11 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/11 17:30:00",VIC1,0.845,0.6,SATELLITE,"2024/06/11 17:50:24"
C,"END OF REPORT",13
