C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/29,10:30:02,0000000421222353,DEMAND,0000000421222352
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:00:00",NSW1,2229.416,0.6,SATELLITE,"2024/05/29 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:00:00",QLD1,2311.406,0.6,SATELLITE,"2024/05/29 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:00:00",QLDC,228.532,0.6,SATELLITE,"2024/05/29 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:00:00",QLDN,315.748,0.6,SATELLITE,"2024/05/29 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:00:00",QLDS,1767.126,0.6,SATELLITE,"2024/05/29 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:00:00",SA1,558.187,0.6,SATELLITE,"2024/05/29 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:00:00",TAS1,48.184,0.6,SATELLITE,"2024/05/29 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:00:00",TASN,28.932,0.6,SATELLITE,"2024/05/29 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:00:00",TASS,19.252,0.6,SATELLITE,"2024/05/29 10:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:00:00",VIC1,1153.631,0.6,SATELLITE,"2024/05/29 10:20:26"
C,"END OF REPORT",13
