C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/15,08:30:03,0000000423104806,DEMAND,0000000423104805
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/15 08:00:00",NSW1,273.388,0.6,SATELLITE,"2024/06/15 08:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/15 08:00:00",QLD1,754.422,0.6,SATELLITE,"2024/06/15 08:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/15 08:00:00",QLDC,84.054,0.6,SATELLITE,"2024/06/15 08:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/15 08:00:00",QLDN,126.351,0.6,SATELLITE,"2024/06/15 08:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/15 08:00:00",QLDS,544.018,0.6,SATELLITE,"2024/06/15 08:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/15 08:00:00",SA1,10.16,0.6,SATELLITE,"2024/06/15 08:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/15 08:00:00",TAS1,4.191,0.6,SATELLITE,"2024/06/15 08:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/15 08:00:00",TASN,2.483,0.6,SATELLITE,"2024/06/15 08:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/15 08:00:00",TASS,1.708,0.6,SATELLITE,"2024/06/15 08:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/15 08:00:00",VIC1,75.124,0.6,SATELLITE,"2024/06/15 08:20:24"
C,"END OF REPORT",13
