C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/28,17:00:02,0000000421143591,DEMAND,0000000421143590
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/28 16:30:00",NSW1,320.608,0.6,SATELLITE,"2024/05/28 16:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/28 16:30:00",QLD1,317.521,0.6,SATELLITE,"2024/05/28 16:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/28 16:30:00",QLDC,40.163,0.6,SATELLITE,"2024/05/28 16:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/28 16:30:00",QLDN,63.777,0.6,SATELLITE,"2024/05/28 16:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/28 16:30:00",QLDS,213.581,0.6,SATELLITE,"2024/05/28 16:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/28 16:30:00",SA1,319.725,0.6,SATELLITE,"2024/05/28 16:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/28 16:30:00",TAS1,6.94,0.6,SATELLITE,"2024/05/28 16:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/28 16:30:00",TASN,4.932,0.6,SATELLITE,"2024/05/28 16:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/28 16:30:00",TASS,2.008,0.6,SATELLITE,"2024/05/28 16:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/28 16:30:00",VIC1,284.758,0.6,SATELLITE,"2024/05/28 16:50:25"
C,"END OF REPORT",13
