C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/14,10:30:02,0000000423000669,DEMAND,0000000423000668
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/14 10:00:00",NSW1,1084.222,0.6,SATELLITE,"2024/06/14 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/14 10:00:00",QLD1,2336.493,0.6,SATELLITE,"2024/06/14 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/14 10:00:00",QLDC,228.901,0.6,SATELLITE,"2024/06/14 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/14 10:00:00",QLDN,378.766,0.6,SATELLITE,"2024/06/14 10:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/14 10:00:00",QLDS,1728.826,0.6,SATELLITE,"2024/06/14 10:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/14 10:00:00",SA1,234.447,0.6,SATELLITE,"2024/06/14 10:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/14 10:00:00",TAS1,40.506,0.6,SATELLITE,"2024/06/14 10:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/14 10:00:00",TASN,31.519,0.6,SATELLITE,"2024/06/14 10:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/14 10:00:00",TASS,8.987,0.6,SATELLITE,"2024/06/14 10:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/14 10:00:00",VIC1,657.798,0.6,SATELLITE,"2024/06/14 10:20:26"
C,"END OF REPORT",13
