C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/04,10:30:02,0000000421877091,DEMAND,0000000421877090
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:00:00",NSW1,1719.705,0.6,SATELLITE,"2024/06/04 10:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:00:00",QLD1,2326.597,0.6,SATELLITE,"2024/06/04 10:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:00:00",QLDC,239.256,0.6,SATELLITE,"2024/06/04 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:00:00",QLDN,349.15,0.6,SATELLITE,"2024/06/04 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:00:00",QLDS,1738.191,0.6,SATELLITE,"2024/06/04 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:00:00",SA1,183.955,0.6,SATELLITE,"2024/06/04 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:00:00",TAS1,58.116,0.6,SATELLITE,"2024/06/04 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:00:00",TASN,31.583,0.6,SATELLITE,"2024/06/04 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:00:00",TASS,26.534,0.6,SATELLITE,"2024/06/04 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:00:00",VIC1,649.06,0.6,SATELLITE,"2024/06/04 10:20:25"
C,"END OF REPORT",13
