C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/24,14:00:02,0000000420692641,DEMAND,0000000420692640
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/24 13:30:00",NSW1,2395.352,0.6,SATELLITE,"2024/05/24 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/24 13:30:00",QLD1,2153.262,0.6,SATELLITE,"2024/05/24 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/24 13:30:00",QLDC,225.545,0.6,SATELLITE,"2024/05/24 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/24 13:30:00",QLDN,419.968,0.6,SATELLITE,"2024/05/24 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/24 13:30:00",QLDS,1507.749,0.6,SATELLITE,"2024/05/24 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/24 13:30:00",SA1,862.157,0.6,SATELLITE,"2024/05/24 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/24 13:30:00",TAS1,63.204,0.6,SATELLITE,"2024/05/24 13:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/24 13:30:00",TASN,36.404,0.6,SATELLITE,"2024/05/24 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/24 13:30:00",TASS,26.8,0.6,SATELLITE,"2024/05/24 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/24 13:30:00",VIC1,1123.04,0.6,SATELLITE,"2024/05/24 13:50:23"
C,"END OF REPORT",13
