C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/02,08:30:02,0000000421653573,DEMAND,0000000421653572
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/02 08:00:00",NSW1,464.398,0.6,SATELLITE,"2024/06/02 08:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/02 08:00:00",QLD1,866.117,0.6,SATELLITE,"2024/06/02 08:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/02 08:00:00",QLDC,62.365,0.6,SATELLITE,"2024/06/02 08:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/02 08:00:00",QLDN,117.88,0.6,SATELLITE,"2024/06/02 08:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/02 08:00:00",QLDS,685.871,0.6,SATELLITE,"2024/06/02 08:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/02 08:00:00",SA1,26.824,0.6,SATELLITE,"2024/06/02 08:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/02 08:00:00",TAS1,6.838,0.6,SATELLITE,"2024/06/02 08:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/02 08:00:00",TASN,4.004,0.6,SATELLITE,"2024/06/02 08:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/02 08:00:00",TASS,2.835,0.6,SATELLITE,"2024/06/02 08:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/02 08:00:00",VIC1,119.225,0.6,SATELLITE,"2024/06/02 08:20:24"
C,"END OF REPORT",13
