C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/12,14:30:02,0000000422791295,DEMAND,0000000422791294
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/12 14:00:00",NSW1,1669.583,0.6,SATELLITE,"2024/06/12 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 14:00:00",QLD1,2372.033,0.6,SATELLITE,"2024/06/12 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 14:00:00",QLDC,230.787,0.6,SATELLITE,"2024/06/12 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 14:00:00",QLDN,468.815,0.6,SATELLITE,"2024/06/12 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 14:00:00",QLDS,1672.432,0.6,SATELLITE,"2024/06/12 14:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/12 14:00:00",SA1,731.886,0.6,SATELLITE,"2024/06/12 14:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/12 14:00:00",TAS1,61.005,0.6,SATELLITE,"2024/06/12 14:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/12 14:00:00",TASN,37.871,0.6,SATELLITE,"2024/06/12 14:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/12 14:00:00",TASS,23.135,0.6,SATELLITE,"2024/06/12 14:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/12 14:00:00",VIC1,808.283,0.6,SATELLITE,"2024/06/12 14:20:23"
C,"END OF REPORT",13
