C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/25,12:30:04,0000000420794532,DEMAND,0000000420794531
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/25 12:00:00",NSW1,2132.651,0.6,SATELLITE,"2024/05/25 12:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 12:00:00",QLD1,1896.547,0.6,SATELLITE,"2024/05/25 12:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 12:00:00",QLDC,275.525,0.6,SATELLITE,"2024/05/25 12:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 12:00:00",QLDN,355.872,0.6,SATELLITE,"2024/05/25 12:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 12:00:00",QLDS,1265.15,0.6,SATELLITE,"2024/05/25 12:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 12:00:00",SA1,998.963,0.6,SATELLITE,"2024/05/25 12:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 12:00:00",TAS1,95.464,0.6,SATELLITE,"2024/05/25 12:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 12:00:00",TASN,52.058,0.6,SATELLITE,"2024/05/25 12:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 12:00:00",TASS,43.406,0.6,SATELLITE,"2024/05/25 12:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/25 12:00:00",VIC1,1471.722,0.6,SATELLITE,"2024/05/25 12:20:26"
C,"END OF REPORT",13
