C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/13,16:00:02,0000000422914484,DEMAND,0000000422914483
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/13 15:30:00",NSW1,616.092,0.6,SATELLITE,"2024/06/13 15:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/13 15:30:00",QLD1,1269.362,0.6,SATELLITE,"2024/06/13 15:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 15:30:00",QLDC,125.268,0.6,SATELLITE,"2024/06/13 15:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 15:30:00",QLDN,299.328,0.6,SATELLITE,"2024/06/13 15:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 15:30:00",QLDS,844.766,0.6,SATELLITE,"2024/06/13 15:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 15:30:00",SA1,248.482,0.6,SATELLITE,"2024/06/13 15:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 15:30:00",TAS1,24.309,0.6,SATELLITE,"2024/06/13 15:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 15:30:00",TASN,15.703,0.6,SATELLITE,"2024/06/13 15:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 15:30:00",TASS,8.606,0.6,SATELLITE,"2024/06/13 15:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 15:30:00",VIC1,239.779,0.6,SATELLITE,"2024/06/13 15:50:22"
C,"END OF REPORT",13
