C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/15,11:30:02,0000000423117262,DEMAND,0000000423117261
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/15 11:00:00",NSW1,1356.153,0.6,SATELLITE,"2024/06/15 11:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/15 11:00:00",QLD1,2792.194,0.6,SATELLITE,"2024/06/15 11:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/15 11:00:00",QLDC,271.692,0.6,SATELLITE,"2024/06/15 11:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/15 11:00:00",QLDN,492.731,0.6,SATELLITE,"2024/06/15 11:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/15 11:00:00",QLDS,2027.771,0.6,SATELLITE,"2024/06/15 11:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/15 11:00:00",SA1,496.006,0.6,SATELLITE,"2024/06/15 11:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/15 11:00:00",TAS1,62,0.6,SATELLITE,"2024/06/15 11:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/15 11:00:00",TASN,40.223,0.6,SATELLITE,"2024/06/15 11:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/15 11:00:00",TASS,21.777,0.6,SATELLITE,"2024/06/15 11:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/15 11:00:00",VIC1,1195.664,0.6,SATELLITE,"2024/06/15 11:20:21"
C,"END OF REPORT",13
