C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/14,08:30:02,0000000422990792,DEMAND,0000000422990791
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/14 08:00:00",NSW1,382.907,0.6,SATELLITE,"2024/06/14 08:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/14 08:00:00",QLD1,838.552,0.6,SATELLITE,"2024/06/14 08:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/14 08:00:00",QLDC,83.242,0.6,SATELLITE,"2024/06/14 08:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/14 08:00:00",QLDN,120.038,0.6,SATELLITE,"2024/06/14 08:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/14 08:00:00",QLDS,635.272,0.6,SATELLITE,"2024/06/14 08:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/14 08:00:00",SA1,9.688,0.6,SATELLITE,"2024/06/14 08:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/14 08:00:00",TAS1,4.357,0.6,SATELLITE,"2024/06/14 08:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/14 08:00:00",TASN,2.583,0.6,SATELLITE,"2024/06/14 08:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/14 08:00:00",TASS,1.774,0.6,SATELLITE,"2024/06/14 08:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/14 08:00:00",VIC1,39.403,0.6,SATELLITE,"2024/06/14 08:20:23"
C,"END OF REPORT",13
