C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/09,09:30:02,0000000422424031,DEMAND,0000000422424030
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/09 09:00:00",NSW1,1095.447,0.6,SATELLITE,"2024/06/09 09:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/09 09:00:00",QLD1,1709.85,0.6,SATELLITE,"2024/06/09 09:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/09 09:00:00",QLDC,168.776,0.6,SATELLITE,"2024/06/09 09:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/09 09:00:00",QLDN,282.686,0.6,SATELLITE,"2024/06/09 09:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/09 09:00:00",QLDS,1258.389,0.6,SATELLITE,"2024/06/09 09:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/09 09:00:00",SA1,201.78,0.6,SATELLITE,"2024/06/09 09:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/09 09:00:00",TAS1,27.124,0.6,SATELLITE,"2024/06/09 09:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/09 09:00:00",TASN,17.398,0.6,SATELLITE,"2024/06/09 09:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/09 09:00:00",TASS,9.726,0.6,SATELLITE,"2024/06/09 09:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/09 09:00:00",VIC1,291.342,0.6,SATELLITE,"2024/06/09 09:20:22"
C,"END OF REPORT",13
