C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/10,16:00:02,0000000422560063,DEMAND,0000000422560062
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/10 15:30:00",NSW1,1015.494,0.6,SATELLITE,"2024/06/10 15:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/10 15:30:00",QLD1,1275.686,0.6,SATELLITE,"2024/06/10 15:50:27"
D,ROOFTOP,ACTUAL,2,"2024/06/10 15:30:00",QLDC,125.837,0.6,SATELLITE,"2024/06/10 15:50:27"
D,ROOFTOP,ACTUAL,2,"2024/06/10 15:30:00",QLDN,299.918,0.6,SATELLITE,"2024/06/10 15:50:27"
D,ROOFTOP,ACTUAL,2,"2024/06/10 15:30:00",QLDS,849.931,0.6,SATELLITE,"2024/06/10 15:50:27"
D,ROOFTOP,ACTUAL,2,"2024/06/10 15:30:00",SA1,331.194,0.6,SATELLITE,"2024/06/10 15:50:27"
D,ROOFTOP,ACTUAL,2,"2024/06/10 15:30:00",TAS1,32.46,0.6,SATELLITE,"2024/06/10 15:50:27"
D,ROOFTOP,ACTUAL,2,"2024/06/10 15:30:00",TASN,18.167,0.6,SATELLITE,"2024/06/10 15:50:27"
D,ROOFTOP,ACTUAL,2,"2024/06/10 15:30:00",TASS,14.292,0.6,SATELLITE,"2024/06/10 15:50:27"
D,ROOFTOP,ACTUAL,2,"2024/06/10 15:30:00",VIC1,610.773,0.6,SATELLITE,"2024/06/10 15:50:27"
C,"END OF REPORT",13
