C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/19,08:00:02,0000000423539309,DEMAND,0000000423539308
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/19 07:30:00",NSW1,184.934,0.6,SATELLITE,"2024/06/19 07:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/19 07:30:00",QLD1,412.969,0.6,SATELLITE,"2024/06/19 07:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/19 07:30:00",QLDC,42.54,0.6,SATELLITE,"2024/06/19 07:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/19 07:30:00",QLDN,55.507,0.6,SATELLITE,"2024/06/19 07:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/19 07:30:00",QLDS,314.923,0.6,SATELLITE,"2024/06/19 07:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/19 07:30:00",SA1,0,0.6,SATELLITE,"2024/06/19 07:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/19 07:30:00",TAS1,0,0.6,SATELLITE,"2024/06/19 07:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/19 07:30:00",TASN,0,0.6,SATELLITE,"2024/06/19 07:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/19 07:30:00",TASS,0,0.6,SATELLITE,"2024/06/19 07:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/19 07:30:00",VIC1,2.102,0.6,SATELLITE,"2024/06/19 07:50:23"
C,"END OF REPORT",13
