C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/27,18:00:02,0000000421037427,DEMAND,0000000421037426
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/27 17:30:00",NSW1,0.372,0.6,SATELLITE,"2024/05/27 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/27 17:30:00",QLD1,20.555,0.6,SATELLITE,"2024/05/27 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/27 17:30:00",QLDC,0.396,0.6,SATELLITE,"2024/05/27 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/27 17:30:00",QLDN,19.9,0.6,SATELLITE,"2024/05/27 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/27 17:30:00",QLDS,0.258,0.6,SATELLITE,"2024/05/27 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/27 17:30:00",SA1,56.672,0.6,SATELLITE,"2024/05/27 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/27 17:30:00",TAS1,0,0.6,SATELLITE,"2024/05/27 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/27 17:30:00",TASN,0,0.6,SATELLITE,"2024/05/27 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/27 17:30:00",TASS,0,0.6,SATELLITE,"2024/05/27 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/27 17:30:00",VIC1,2.549,0.6,SATELLITE,"2024/05/27 17:50:26"
C,"END OF REPORT",13
