C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/13,18:00:02,0000000422924990,DEMAND,0000000422924989
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/13 17:30:00",NSW1,0.067,0.6,SATELLITE,"2024/06/13 17:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 17:30:00",QLD1,26.236,0.6,SATELLITE,"2024/06/13 17:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 17:30:00",QLDC,0.247,0.6,SATELLITE,"2024/06/13 17:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 17:30:00",QLDN,25.763,0.6,SATELLITE,"2024/06/13 17:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 17:30:00",QLDS,0.226,0.6,SATELLITE,"2024/06/13 17:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 17:30:00",SA1,27.378,0.6,SATELLITE,"2024/06/13 17:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 17:30:00",TAS1,0,0.6,SATELLITE,"2024/06/13 17:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 17:30:00",TASN,0,0.6,SATELLITE,"2024/06/13 17:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 17:30:00",TASS,0,0.6,SATELLITE,"2024/06/13 17:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/13 17:30:00",VIC1,0.58,0.6,SATELLITE,"2024/06/13 17:50:23"
C,"END OF REPORT",13
