C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/27,08:00:02,0000000420988316,DEMAND,0000000420988315
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:30:00",NSW1,302.268,0.6,SATELLITE,"2024/05/27 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:30:00",QLD1,510.551,0.6,SATELLITE,"2024/05/27 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:30:00",QLDC,54.351,0.6,SATELLITE,"2024/05/27 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:30:00",QLDN,41.72,0.6,SATELLITE,"2024/05/27 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:30:00",QLDS,414.479,0.6,SATELLITE,"2024/05/27 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:30:00",SA1,0.03,0.6,SATELLITE,"2024/05/27 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:30:00",TAS1,0.681,0.6,SATELLITE,"2024/05/27 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:30:00",TASN,0.354,0.6,SATELLITE,"2024/05/27 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:30:00",TASS,0.327,0.6,SATELLITE,"2024/05/27 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:30:00",VIC1,26.584,0.6,SATELLITE,"2024/05/27 07:50:25"
C,"END OF REPORT",13
