C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/05,15:30:03,0000000422014624,DEMAND,0000000422014623
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:00:00",NSW1,708.993,0.6,SATELLITE,"2024/06/05 15:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:00:00",QLD1,1547.094,0.6,SATELLITE,"2024/06/05 15:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:00:00",QLDC,109.301,0.6,SATELLITE,"2024/06/05 15:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:00:00",QLDN,346.07,0.6,SATELLITE,"2024/06/05 15:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:00:00",QLDS,1091.723,0.6,SATELLITE,"2024/06/05 15:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:00:00",SA1,639.305,0.6,SATELLITE,"2024/06/05 15:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:00:00",TAS1,41.133,0.6,SATELLITE,"2024/06/05 15:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:00:00",TASN,26.543,0.6,SATELLITE,"2024/06/05 15:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:00:00",TASS,14.59,0.6,SATELLITE,"2024/06/05 15:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:00:00",VIC1,520.607,0.6,SATELLITE,"2024/06/05 15:20:24"
C,"END OF REPORT",13
