C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/05,12:30:02,0000000421998314,DEMAND,0000000421998313
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/05 12:00:00",NSW1,1767.945,0.6,SATELLITE,"2024/06/05 12:20:21"
D,ROOFTOP,ACTUAL,2,"2024/06/05 12:00:00",QLD1,2898.371,0.6,SATELLITE,"2024/06/05 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/05 12:00:00",QLDC,207.288,0.6,SATELLITE,"2024/06/05 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/05 12:00:00",QLDN,518.407,0.6,SATELLITE,"2024/06/05 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/05 12:00:00",QLDS,2172.676,0.6,SATELLITE,"2024/06/05 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/05 12:00:00",SA1,815.239,0.6,SATELLITE,"2024/06/05 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/05 12:00:00",TAS1,75.981,0.6,SATELLITE,"2024/06/05 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/05 12:00:00",TASN,46.632,0.6,SATELLITE,"2024/06/05 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/05 12:00:00",TASS,29.349,0.6,SATELLITE,"2024/06/05 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/05 12:00:00",VIC1,1108.141,0.6,SATELLITE,"2024/06/05 12:20:22"
C,"END OF REPORT",13
