C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/26,13:30:02,0000000420904698,DEMAND,0000000420904697
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/26 13:00:00",NSW1,2686.014,0.6,SATELLITE,"2024/05/26 13:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/26 13:00:00",QLD1,2299.669,0.6,SATELLITE,"2024/05/26 13:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/26 13:00:00",QLDC,255.827,0.6,SATELLITE,"2024/05/26 13:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/26 13:00:00",QLDN,442.662,0.6,SATELLITE,"2024/05/26 13:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/26 13:00:00",QLDS,1601.179,0.6,SATELLITE,"2024/05/26 13:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/26 13:00:00",SA1,1031.455,0.6,SATELLITE,"2024/05/26 13:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/26 13:00:00",TAS1,91.969,0.6,SATELLITE,"2024/05/26 13:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/26 13:00:00",TASN,48.669,0.6,SATELLITE,"2024/05/26 13:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/26 13:00:00",TASS,43.3,0.6,SATELLITE,"2024/05/26 13:20:26"
D,ROOFTOP,ACTUAL,2,"2024/05/26 13:00:00",VIC1,1703.872,0.6,SATELLITE,"2024/05/26 13:20:26"
C,"END OF REPORT",13
