C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/13,11:00:02,0000000422887585,DEMAND,0000000422887584
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/13 10:30:00",NSW1,1995.771,0.6,SATELLITE,"2024/06/13 10:50:20"
D,ROOFTOP,ACTUAL,2,"2024/06/13 10:30:00",QLD1,2623.082,0.6,SATELLITE,"2024/06/13 10:50:20"
D,ROOFTOP,ACTUAL,2,"2024/06/13 10:30:00",QLDC,255.284,0.6,SATELLITE,"2024/06/13 10:50:20"
D,ROOFTOP,ACTUAL,2,"2024/06/13 10:30:00",QLDN,456.31,0.6,SATELLITE,"2024/06/13 10:50:20"
D,ROOFTOP,ACTUAL,2,"2024/06/13 10:30:00",QLDS,1911.488,0.6,SATELLITE,"2024/06/13 10:50:20"
D,ROOFTOP,ACTUAL,2,"2024/06/13 10:30:00",SA1,206.52,0.6,SATELLITE,"2024/06/13 10:50:20"
D,ROOFTOP,ACTUAL,2,"2024/06/13 10:30:00",TAS1,62.254,0.6,SATELLITE,"2024/06/13 10:50:20"
D,ROOFTOP,ACTUAL,2,"2024/06/13 10:30:00",TASN,32.253,0.6,SATELLITE,"2024/06/13 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/13 10:30:00",TASS,30,0.6,SATELLITE,"2024/06/13 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/13 10:30:00",VIC1,479.124,0.6,SATELLITE,"2024/06/13 10:50:21"
C,"END OF REPORT",13
