C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/06,13:00:02,0000000422110187,DEMAND,0000000422110186
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/06 12:30:00",NSW1,1327.022,0.6,SATELLITE,"2024/06/06 12:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/06 12:30:00",QLD1,2781.628,0.6,SATELLITE,"2024/06/06 12:50:22"
D,ROOFTOP,ACTUAL,2,"2024/06/06 12:30:00",QLDC,288.916,0.6,SATELLITE,"2024/06/06 12:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/06 12:30:00",QLDN,429.17,0.6,SATELLITE,"2024/06/06 12:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/06 12:30:00",QLDS,2063.543,0.6,SATELLITE,"2024/06/06 12:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/06 12:30:00",SA1,635.132,0.6,SATELLITE,"2024/06/06 12:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/06 12:30:00",TAS1,88.246,0.6,SATELLITE,"2024/06/06 12:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/06 12:30:00",TASN,52.255,0.6,SATELLITE,"2024/06/06 12:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/06 12:30:00",TASS,35.991,0.6,SATELLITE,"2024/06/06 12:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/06 12:30:00",VIC1,1379.626,0.6,SATELLITE,"2024/06/06 12:50:23"
C,"END OF REPORT",13
