C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/17,18:30:03,0000000423371801,DEMAND,0000000423371800
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/17 18:00:00",NSW1,0,0.6,SATELLITE,"2024/06/17 18:20:27"
D,ROOFTOP,ACTUAL,2,"2024/06/17 18:00:00",QLD1,1.973,0.6,SATELLITE,"2024/06/17 18:20:27"
D,ROOFTOP,ACTUAL,2,"2024/06/17 18:00:00",QLDC,0,0.6,SATELLITE,"2024/06/17 18:20:27"
D,ROOFTOP,ACTUAL,2,"2024/06/17 18:00:00",QLDN,1.973,0.6,SATELLITE,"2024/06/17 18:20:27"
D,ROOFTOP,ACTUAL,2,"2024/06/17 18:00:00",QLDS,0,0.6,SATELLITE,"2024/06/17 18:20:27"
D,ROOFTOP,ACTUAL,2,"2024/06/17 18:00:00",SA1,0.545,0.6,SATELLITE,"2024/06/17 18:20:27"
D,ROOFTOP,ACTUAL,2,"2024/06/17 18:00:00",TAS1,0,0.6,SATELLITE,"2024/06/17 18:20:27"
D,ROOFTOP,ACTUAL,2,"2024/06/17 18:00:00",TASN,0,0.6,SATELLITE,"2024/06/17 18:20:28"
D,ROOFTOP,ACTUAL,2,"2024/06/17 18:00:00",TASS,0,0.6,SATELLITE,"2024/06/17 18:20:28"
D,ROOFTOP,ACTUAL,2,"2024/06/17 18:00:00",VIC1,0,0.6,SATELLITE,"2024/06/17 18:20:28"
C,"END OF REPORT",13
