C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/29,11:00:02,0000000421224797,DEMAND,0000000421224796
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:30:00",NSW1,2497.899,0.6,SATELLITE,"2024/05/29 10:50:20"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:30:00",QLD1,2464.629,0.6,SATELLITE,"2024/05/29 10:50:20"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:30:00",QLDC,233.966,0.6,SATELLITE,"2024/05/29 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:30:00",QLDN,308.074,0.6,SATELLITE,"2024/05/29 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:30:00",QLDS,1922.588,0.6,SATELLITE,"2024/05/29 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:30:00",SA1,687.014,0.6,SATELLITE,"2024/05/29 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:30:00",TAS1,56.423,0.6,SATELLITE,"2024/05/29 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:30:00",TASN,33.15,0.6,SATELLITE,"2024/05/29 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:30:00",TASS,23.274,0.6,SATELLITE,"2024/05/29 10:50:21"
D,ROOFTOP,ACTUAL,2,"2024/05/29 10:30:00",VIC1,1357.593,0.6,SATELLITE,"2024/05/29 10:50:21"
C,"END OF REPORT",13
