C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/05,09:30:02,0000000421983382,DEMAND,0000000421983381
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/05 09:00:00",NSW1,987.865,0.6,SATELLITE,"2024/06/05 09:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 09:00:00",QLD1,1652.31,0.6,SATELLITE,"2024/06/05 09:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 09:00:00",QLDC,141.207,0.6,SATELLITE,"2024/06/05 09:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 09:00:00",QLDN,249.186,0.6,SATELLITE,"2024/06/05 09:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 09:00:00",QLDS,1261.917,0.6,SATELLITE,"2024/06/05 09:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 09:00:00",SA1,213.777,0.6,SATELLITE,"2024/06/05 09:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 09:00:00",TAS1,30.929,0.6,SATELLITE,"2024/06/05 09:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 09:00:00",TASN,17.873,0.6,SATELLITE,"2024/06/05 09:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 09:00:00",TASS,13.056,0.6,SATELLITE,"2024/06/05 09:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 09:00:00",VIC1,343.286,0.6,SATELLITE,"2024/06/05 09:20:24"
C,"END OF REPORT",13
