C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/05,16:00:02,0000000422017358,DEMAND,0000000422017357
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:30:00",NSW1,527.982,0.6,SATELLITE,"2024/06/05 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:30:00",QLD1,1163.374,0.6,SATELLITE,"2024/06/05 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:30:00",QLDC,89.086,0.6,SATELLITE,"2024/06/05 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:30:00",QLDN,280.693,0.6,SATELLITE,"2024/06/05 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:30:00",QLDS,793.594,0.6,SATELLITE,"2024/06/05 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:30:00",SA1,539.062,0.6,SATELLITE,"2024/06/05 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:30:00",TAS1,27.326,0.6,SATELLITE,"2024/06/05 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:30:00",TASN,18.606,0.6,SATELLITE,"2024/06/05 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:30:00",TASS,8.72,0.6,SATELLITE,"2024/06/05 15:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/05 15:30:00",VIC1,439.882,0.6,SATELLITE,"2024/06/05 15:50:24"
C,"END OF REPORT",13
