C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/31,09:00:03,0000000421437544,DEMAND,0000000421437543
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/31 08:30:00",NSW1,311.672,0.6,SATELLITE,"2024/05/31 08:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/31 08:30:00",QLD1,1098.078,0.6,SATELLITE,"2024/05/31 08:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/31 08:30:00",QLDC,81.712,0.6,SATELLITE,"2024/05/31 08:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/31 08:30:00",QLDN,171.443,0.6,SATELLITE,"2024/05/31 08:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/31 08:30:00",QLDS,844.923,0.6,SATELLITE,"2024/05/31 08:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/31 08:30:00",SA1,109.768,0.6,SATELLITE,"2024/05/31 08:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/31 08:30:00",TAS1,15.752,0.6,SATELLITE,"2024/05/31 08:50:22"
D,ROOFTOP,ACTUAL,2,"2024/05/31 08:30:00",TASN,7.134,0.6,SATELLITE,"2024/05/31 08:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 08:30:00",TASS,8.618,0.6,SATELLITE,"2024/05/31 08:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 08:30:00",VIC1,332.206,0.6,SATELLITE,"2024/05/31 08:50:23"
C,"END OF REPORT",13
