C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/27,09:00:02,0000000420992818,DEMAND,0000000420992817
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/27 08:30:00",NSW1,1110.741,0.6,SATELLITE,"2024/05/27 08:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/27 08:30:00",QLD1,1291.963,0.6,SATELLITE,"2024/05/27 08:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/27 08:30:00",QLDC,133.475,0.6,SATELLITE,"2024/05/27 08:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/27 08:30:00",QLDN,121.251,0.6,SATELLITE,"2024/05/27 08:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/27 08:30:00",QLDS,1037.237,0.6,SATELLITE,"2024/05/27 08:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/27 08:30:00",SA1,142.523,0.6,SATELLITE,"2024/05/27 08:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/27 08:30:00",TAS1,20.73,0.6,SATELLITE,"2024/05/27 08:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/27 08:30:00",TASN,11.197,0.6,SATELLITE,"2024/05/27 08:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/27 08:30:00",TASS,9.532,0.6,SATELLITE,"2024/05/27 08:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/27 08:30:00",VIC1,404.426,0.6,SATELLITE,"2024/05/27 08:50:26"
C,"END OF REPORT",13
