C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/04,16:30:02,0000000421906781,DEMAND,0000000421906780
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/04 16:00:00",NSW1,475.79,0.6,SATELLITE,"2024/06/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/04 16:00:00",QLD1,825.47,0.6,SATELLITE,"2024/06/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/04 16:00:00",QLDC,85.612,0.6,SATELLITE,"2024/06/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/04 16:00:00",QLDN,198.076,0.6,SATELLITE,"2024/06/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/04 16:00:00",QLDS,541.782,0.6,SATELLITE,"2024/06/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/04 16:00:00",SA1,318.958,0.6,SATELLITE,"2024/06/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/04 16:00:00",TAS1,17.944,0.6,SATELLITE,"2024/06/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/04 16:00:00",TASN,10.114,0.6,SATELLITE,"2024/06/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/04 16:00:00",TASS,7.83,0.6,SATELLITE,"2024/06/04 16:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/04 16:00:00",VIC1,208.095,0.6,SATELLITE,"2024/06/04 16:20:22"
C,"END OF REPORT",13
