C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/05,17:30:02,0000000422024419,DEMAND,0000000422024418
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/05 17:00:00",NSW1,22.192,0.6,SATELLITE,"2024/06/05 17:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/05 17:00:00",QLD1,126.747,0.6,SATELLITE,"2024/06/05 17:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/05 17:00:00",QLDC,10.161,0.6,SATELLITE,"2024/06/05 17:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/05 17:00:00",QLDN,76.908,0.6,SATELLITE,"2024/06/05 17:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/05 17:00:00",QLDS,39.678,0.6,SATELLITE,"2024/06/05 17:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/05 17:00:00",SA1,145.05,0.6,SATELLITE,"2024/06/05 17:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/05 17:00:00",TAS1,0.329,0.6,SATELLITE,"2024/06/05 17:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/05 17:00:00",TASN,0.321,0.6,SATELLITE,"2024/06/05 17:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/05 17:00:00",TASS,0.008,0.6,SATELLITE,"2024/06/05 17:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/05 17:00:00",VIC1,41.287,0.6,SATELLITE,"2024/06/05 17:20:26"
C,"END OF REPORT",13
