C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/12,12:30:02,0000000422779816,DEMAND,0000000422779815
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/12 12:00:00",NSW1,2261.187,0.6,SATELLITE,"2024/06/12 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 12:00:00",QLD1,2965.757,0.6,SATELLITE,"2024/06/12 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 12:00:00",QLDC,288.226,0.6,SATELLITE,"2024/06/12 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 12:00:00",QLDN,537.437,0.6,SATELLITE,"2024/06/12 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 12:00:00",QLDS,2140.094,0.6,SATELLITE,"2024/06/12 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 12:00:00",SA1,776.447,0.6,SATELLITE,"2024/06/12 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 12:00:00",TAS1,74.096,0.6,SATELLITE,"2024/06/12 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 12:00:00",TASN,45.841,0.6,SATELLITE,"2024/06/12 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 12:00:00",TASS,28.255,0.6,SATELLITE,"2024/06/12 12:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/12 12:00:00",VIC1,1116.901,0.6,SATELLITE,"2024/06/12 12:20:22"
C,"END OF REPORT",13
