C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/04,11:00:02,0000000421879276,DEMAND,0000000421879275
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:30:00",NSW1,1949.106,0.6,SATELLITE,"2024/06/04 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:30:00",QLD1,2560.709,0.6,SATELLITE,"2024/06/04 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:30:00",QLDC,263.513,0.6,SATELLITE,"2024/06/04 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:30:00",QLDN,337.798,0.6,SATELLITE,"2024/06/04 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:30:00",QLDS,1959.398,0.6,SATELLITE,"2024/06/04 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:30:00",SA1,242.035,0.6,SATELLITE,"2024/06/04 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:30:00",TAS1,69.407,0.6,SATELLITE,"2024/06/04 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:30:00",TASN,38.418,0.6,SATELLITE,"2024/06/04 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:30:00",TASS,30.989,0.6,SATELLITE,"2024/06/04 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/04 10:30:00",VIC1,760.058,0.6,SATELLITE,"2024/06/04 10:50:25"
C,"END OF REPORT",13
