C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/03,15:00:02,0000000421790374,DEMAND,0000000421790373
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/03 14:30:00",NSW1,1529.265,0.6,SATELLITE,"2024/06/03 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/03 14:30:00",QLD1,2080.859,0.6,SATELLITE,"2024/06/03 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/03 14:30:00",QLDC,204.915,0.6,SATELLITE,"2024/06/03 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/03 14:30:00",QLDN,429.844,0.6,SATELLITE,"2024/06/03 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/03 14:30:00",QLDS,1446.1,0.6,SATELLITE,"2024/06/03 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/03 14:30:00",SA1,381.746,0.6,SATELLITE,"2024/06/03 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/03 14:30:00",TAS1,31.315,0.6,SATELLITE,"2024/06/03 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/03 14:30:00",TASN,22.298,0.6,SATELLITE,"2024/06/03 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/03 14:30:00",TASS,9.018,0.6,SATELLITE,"2024/06/03 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/03 14:30:00",VIC1,747.769,0.6,SATELLITE,"2024/06/03 14:50:26"
C,"END OF REPORT",13
