C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/06,14:30:03,0000000422117240,DEMAND,0000000422117239
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/06 14:00:00",NSW1,961.471,0.6,SATELLITE,"2024/06/06 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/06 14:00:00",QLD1,2184.323,0.6,SATELLITE,"2024/06/06 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/06 14:00:00",QLDC,233.273,0.6,SATELLITE,"2024/06/06 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/06 14:00:00",QLDN,350.308,0.6,SATELLITE,"2024/06/06 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/06 14:00:00",QLDS,1600.742,0.6,SATELLITE,"2024/06/06 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/06 14:00:00",SA1,544.775,0.6,SATELLITE,"2024/06/06 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/06 14:00:00",TAS1,70.009,0.6,SATELLITE,"2024/06/06 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/06 14:00:00",TASN,42.204,0.6,SATELLITE,"2024/06/06 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/06 14:00:00",TASS,27.805,0.6,SATELLITE,"2024/06/06 14:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/06 14:00:00",VIC1,1192.608,0.6,SATELLITE,"2024/06/06 14:20:22"
C,"END OF REPORT",13
