C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/16,08:00:02,0000000423205490,DEMAND,0000000423205489
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/16 07:30:00",NSW1,180.859,0.6,SATELLITE,"2024/06/16 07:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/16 07:30:00",QLD1,406.31,0.6,SATELLITE,"2024/06/16 07:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/16 07:30:00",QLDC,44.095,0.6,SATELLITE,"2024/06/16 07:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/16 07:30:00",QLDN,58.244,0.6,SATELLITE,"2024/06/16 07:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/16 07:30:00",QLDS,303.97,0.6,SATELLITE,"2024/06/16 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/16 07:30:00",SA1,0,0.6,SATELLITE,"2024/06/16 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/16 07:30:00",TAS1,0,0.6,SATELLITE,"2024/06/16 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/16 07:30:00",TASN,0,0.6,SATELLITE,"2024/06/16 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/16 07:30:00",TASS,0,0.6,SATELLITE,"2024/06/16 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/16 07:30:00",VIC1,4.55,0.6,SATELLITE,"2024/06/16 07:50:25"
C,"END OF REPORT",13
