C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/01,12:30:02,0000000421567260,DEMAND,0000000421567259
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/01 12:00:00",NSW1,777.514,0.6,SATELLITE,"2024/06/01 12:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/01 12:00:00",QLD1,971.096,0.6,SATELLITE,"2024/06/01 12:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/01 12:00:00",QLDC,100.471,0.6,SATELLITE,"2024/06/01 12:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/01 12:00:00",QLDN,441.774,0.6,SATELLITE,"2024/06/01 12:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/01 12:00:00",QLDS,428.852,0.6,SATELLITE,"2024/06/01 12:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/01 12:00:00",SA1,887.269,0.6,SATELLITE,"2024/06/01 12:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/01 12:00:00",TAS1,83.434,0.6,SATELLITE,"2024/06/01 12:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/01 12:00:00",TASN,49.744,0.6,SATELLITE,"2024/06/01 12:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/01 12:00:00",TASS,33.69,0.6,SATELLITE,"2024/06/01 12:20:24"
D,ROOFTOP,ACTUAL,2,"2024/06/01 12:00:00",VIC1,1317.051,0.6,SATELLITE,"2024/06/01 12:20:24"
C,"END OF REPORT",13
