C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/08,10:30:02,0000000422322622,DEMAND,0000000422322621
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/08 10:00:00",NSW1,1685.141,0.6,SATELLITE,"2024/06/08 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/08 10:00:00",QLD1,2388.053,0.6,SATELLITE,"2024/06/08 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/08 10:00:00",QLDC,235.198,0.6,SATELLITE,"2024/06/08 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/08 10:00:00",QLDN,412.033,0.6,SATELLITE,"2024/06/08 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/08 10:00:00",QLDS,1740.821,0.6,SATELLITE,"2024/06/08 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/08 10:00:00",SA1,282.504,0.6,SATELLITE,"2024/06/08 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/08 10:00:00",TAS1,55.805,0.6,SATELLITE,"2024/06/08 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/08 10:00:00",TASN,31.629,0.6,SATELLITE,"2024/06/08 10:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/08 10:00:00",TASS,24.176,0.6,SATELLITE,"2024/06/08 10:20:26"
D,ROOFTOP,ACTUAL,2,"2024/06/08 10:00:00",VIC1,707.801,0.6,SATELLITE,"2024/06/08 10:20:26"
C,"END OF REPORT",13
