C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/28,08:00:02,0000000421098840,DEMAND,0000000421098839
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/28 07:30:00",NSW1,293.277,0.6,SATELLITE,"2024/05/28 07:50:24"
D,ROOFTOP,ACTUAL,2,"2024/05/28 07:30:00",QLD1,367.582,0.6,SATELLITE,"2024/05/28 07:50:24"
D,ROOFTOP,ACTUAL,2,"2024/05/28 07:30:00",QLDC,55.014,0.6,SATELLITE,"2024/05/28 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/28 07:30:00",QLDN,33.539,0.6,SATELLITE,"2024/05/28 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/28 07:30:00",QLDS,279.03,0.6,SATELLITE,"2024/05/28 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/28 07:30:00",SA1,0.021,0.6,SATELLITE,"2024/05/28 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/28 07:30:00",TAS1,0.545,0.6,SATELLITE,"2024/05/28 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/28 07:30:00",TASN,0.337,0.6,SATELLITE,"2024/05/28 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/28 07:30:00",TASS,0.208,0.6,SATELLITE,"2024/05/28 07:50:25"
D,ROOFTOP,ACTUAL,2,"2024/05/28 07:30:00",VIC1,24.664,0.6,SATELLITE,"2024/05/28 07:50:25"
C,"END OF REPORT",13
