C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/18,09:30:02,0000000423436676,DEMAND,0000000423436675
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/18 09:00:00",NSW1,1328.065,0.6,SATELLITE,"2024/06/18 09:20:29"
D,ROOFTOP,ACTUAL,2,"2024/06/18 09:00:00",QLD1,1667.309,0.6,SATELLITE,"2024/06/18 09:20:29"
D,ROOFTOP,ACTUAL,2,"2024/06/18 09:00:00",QLDC,163.43,0.6,SATELLITE,"2024/06/18 09:20:29"
D,ROOFTOP,ACTUAL,2,"2024/06/18 09:00:00",QLDN,273.677,0.6,SATELLITE,"2024/06/18 09:20:30"
D,ROOFTOP,ACTUAL,2,"2024/06/18 09:00:00",QLDS,1230.202,0.6,SATELLITE,"2024/06/18 09:20:30"
D,ROOFTOP,ACTUAL,2,"2024/06/18 09:00:00",SA1,137.907,0.6,SATELLITE,"2024/06/18 09:20:30"
D,ROOFTOP,ACTUAL,2,"2024/06/18 09:00:00",TAS1,25.515,0.6,SATELLITE,"2024/06/18 09:20:30"
D,ROOFTOP,ACTUAL,2,"2024/06/18 09:00:00",TASN,16.182,0.6,SATELLITE,"2024/06/18 09:20:30"
D,ROOFTOP,ACTUAL,2,"2024/06/18 09:00:00",TASS,9.333,0.6,SATELLITE,"2024/06/18 09:20:30"
D,ROOFTOP,ACTUAL,2,"2024/06/18 09:00:00",VIC1,467.396,0.6,SATELLITE,"2024/06/18 09:20:30"
C,"END OF REPORT",13
