C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/18,14:30:02,0000000423462619,DEMAND,0000000423462618
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/18 14:00:00",NSW1,2071.592,0.6,SATELLITE,"2024/06/18 14:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/18 14:00:00",QLD1,2330.651,0.6,SATELLITE,"2024/06/18 14:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/18 14:00:00",QLDC,230.147,0.6,SATELLITE,"2024/06/18 14:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/18 14:00:00",QLDN,448.024,0.6,SATELLITE,"2024/06/18 14:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/18 14:00:00",QLDS,1652.48,0.6,SATELLITE,"2024/06/18 14:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/18 14:00:00",SA1,434.371,0.6,SATELLITE,"2024/06/18 14:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/18 14:00:00",TAS1,57.786,0.6,SATELLITE,"2024/06/18 14:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/18 14:00:00",TASN,37.886,0.6,SATELLITE,"2024/06/18 14:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/18 14:00:00",TASS,19.9,0.6,SATELLITE,"2024/06/18 14:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/18 14:00:00",VIC1,1069.036,0.6,SATELLITE,"2024/06/18 14:20:25"
C,"END OF REPORT",13
