C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/17,15:30:02,0000000423355761,DEMAND,0000000423355760
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/17 15:00:00",NSW1,1099.936,0.6,SATELLITE,"2024/06/17 15:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/17 15:00:00",QLD1,1683.967,0.6,SATELLITE,"2024/06/17 15:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/17 15:00:00",QLDC,164.794,0.6,SATELLITE,"2024/06/17 15:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/17 15:00:00",QLDN,365.301,0.6,SATELLITE,"2024/06/17 15:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/17 15:00:00",QLDS,1153.873,0.6,SATELLITE,"2024/06/17 15:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/17 15:00:00",SA1,363.34,0.6,SATELLITE,"2024/06/17 15:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/17 15:00:00",TAS1,37.296,0.6,SATELLITE,"2024/06/17 15:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/17 15:00:00",TASN,22.866,0.6,SATELLITE,"2024/06/17 15:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/17 15:00:00",TASS,14.43,0.6,SATELLITE,"2024/06/17 15:20:25"
D,ROOFTOP,ACTUAL,2,"2024/06/17 15:00:00",VIC1,845.592,0.6,SATELLITE,"2024/06/17 15:20:25"
C,"END OF REPORT",13
