C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/02,18:00:02,0000000421697159,DEMAND,0000000421697158
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/02 17:30:00",NSW1,0.176,0.6,SATELLITE,"2024/06/02 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/02 17:30:00",QLD1,24.742,0.6,SATELLITE,"2024/06/02 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/02 17:30:00",QLDC,0.267,0.6,SATELLITE,"2024/06/02 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/02 17:30:00",QLDN,24.239,0.6,SATELLITE,"2024/06/02 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/02 17:30:00",QLDS,0.235,0.6,SATELLITE,"2024/06/02 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/02 17:30:00",SA1,46.759,0.6,SATELLITE,"2024/06/02 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/02 17:30:00",TAS1,0,0.6,SATELLITE,"2024/06/02 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/02 17:30:00",TASN,0,0.6,SATELLITE,"2024/06/02 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/02 17:30:00",TASS,0,0.6,SATELLITE,"2024/06/02 17:50:26"
D,ROOFTOP,ACTUAL,2,"2024/06/02 17:30:00",VIC1,1.343,0.6,SATELLITE,"2024/06/02 17:50:26"
C,"END OF REPORT",13
