C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/14,08:00:02,0000000422988497,DEMAND,0000000422988496
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/14 07:30:00",NSW1,94.941,0.6,SATELLITE,"2024/06/14 07:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/14 07:30:00",QLD1,426.633,0.6,SATELLITE,"2024/06/14 07:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/14 07:30:00",QLDC,43.25,0.6,SATELLITE,"2024/06/14 07:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/14 07:30:00",QLDN,55.276,0.6,SATELLITE,"2024/06/14 07:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/14 07:30:00",QLDS,328.107,0.6,SATELLITE,"2024/06/14 07:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/14 07:30:00",SA1,0,0.6,SATELLITE,"2024/06/14 07:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/14 07:30:00",TAS1,0.006,0.6,SATELLITE,"2024/06/14 07:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/14 07:30:00",TASN,0.006,0.6,SATELLITE,"2024/06/14 07:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/14 07:30:00",TASS,0,0.6,SATELLITE,"2024/06/14 07:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/14 07:30:00",VIC1,3.935,0.6,SATELLITE,"2024/06/14 07:50:24"
C,"END OF REPORT",13
