C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/23,14:00:02,0000000420579885,DEMAND,0000000420579884
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/23 13:30:00",NSW1,2594.908,0.6,SATELLITE,"2024/05/23 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 13:30:00",QLD1,2576.604,0.6,SATELLITE,"2024/05/23 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 13:30:00",QLDC,253.855,0.6,SATELLITE,"2024/05/23 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 13:30:00",QLDN,360.38,0.6,SATELLITE,"2024/05/23 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 13:30:00",QLDS,1962.369,0.6,SATELLITE,"2024/05/23 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 13:30:00",SA1,666.154,0.6,SATELLITE,"2024/05/23 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 13:30:00",TAS1,47.1,0.6,SATELLITE,"2024/05/23 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 13:30:00",TASN,36.312,0.6,SATELLITE,"2024/05/23 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 13:30:00",TASS,10.788,0.6,SATELLITE,"2024/05/23 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/23 13:30:00",VIC1,1340.941,0.6,SATELLITE,"2024/05/23 13:50:24"
C,"END OF REPORT",13
