C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/25,07:30:02,0000000420772333,DEMAND,0000000420772332
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/25 07:00:00",NSW1,24.183,0.6,SATELLITE,"2024/05/25 07:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/25 07:00:00",QLD1,124.119,0.6,SATELLITE,"2024/05/25 07:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/25 07:00:00",QLDC,18.337,0.6,SATELLITE,"2024/05/25 07:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/25 07:00:00",QLDN,16.742,0.6,SATELLITE,"2024/05/25 07:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/25 07:00:00",QLDS,89.04,0.6,SATELLITE,"2024/05/25 07:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/25 07:00:00",SA1,0,0.6,SATELLITE,"2024/05/25 07:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/25 07:00:00",TAS1,0,0.6,SATELLITE,"2024/05/25 07:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/25 07:00:00",TASN,0,0.6,SATELLITE,"2024/05/25 07:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/25 07:00:00",TASS,0,0.6,SATELLITE,"2024/05/25 07:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/25 07:00:00",VIC1,0,0.6,SATELLITE,"2024/05/25 07:20:24"
C,"END OF REPORT",13
