C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/13,13:00:02,0000000422898521,DEMAND,0000000422898520
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/13 12:30:00",NSW1,2012.386,0.6,SATELLITE,"2024/06/13 12:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/13 12:30:00",QLD1,2913.448,0.6,SATELLITE,"2024/06/13 12:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/13 12:30:00",QLDC,283.791,0.6,SATELLITE,"2024/06/13 12:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/13 12:30:00",QLDN,539.707,0.6,SATELLITE,"2024/06/13 12:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/13 12:30:00",QLDS,2089.95,0.6,SATELLITE,"2024/06/13 12:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/13 12:30:00",SA1,299.46,0.6,SATELLITE,"2024/06/13 12:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/13 12:30:00",TAS1,78.592,0.6,SATELLITE,"2024/06/13 12:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/13 12:30:00",TASN,43.83,0.6,SATELLITE,"2024/06/13 12:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/13 12:30:00",TASS,34.762,0.6,SATELLITE,"2024/06/13 12:50:24"
D,ROOFTOP,ACTUAL,2,"2024/06/13 12:30:00",VIC1,555.789,0.6,SATELLITE,"2024/06/13 12:50:24"
C,"END OF REPORT",13
