C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/30,15:00:02,0000000421356344,DEMAND,0000000421356343
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/30 14:30:00",NSW1,1534.212,0.6,SATELLITE,"2024/05/30 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/30 14:30:00",QLD1,1237.763,0.6,SATELLITE,"2024/05/30 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/30 14:30:00",QLDC,133.071,0.6,SATELLITE,"2024/05/30 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/30 14:30:00",QLDN,271.848,0.6,SATELLITE,"2024/05/30 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/30 14:30:00",QLDS,832.844,0.6,SATELLITE,"2024/05/30 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/30 14:30:00",SA1,582.58,0.6,SATELLITE,"2024/05/30 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/30 14:30:00",TAS1,26.111,0.6,SATELLITE,"2024/05/30 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/30 14:30:00",TASN,11.695,0.6,SATELLITE,"2024/05/30 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/30 14:30:00",TASS,14.416,0.6,SATELLITE,"2024/05/30 14:50:26"
D,ROOFTOP,ACTUAL,2,"2024/05/30 14:30:00",VIC1,412.343,0.6,SATELLITE,"2024/05/30 14:50:26"
C,"END OF REPORT",13
