C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/28,15:30:02,0000000421136198,DEMAND,0000000421136197
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/28 15:00:00",NSW1,1571.756,0.6,SATELLITE,"2024/05/28 15:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/28 15:00:00",QLD1,1175.915,0.6,SATELLITE,"2024/05/28 15:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/28 15:00:00",QLDC,129.983,0.6,SATELLITE,"2024/05/28 15:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/28 15:00:00",QLDN,98.821,0.6,SATELLITE,"2024/05/28 15:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/28 15:00:00",QLDS,947.111,0.6,SATELLITE,"2024/05/28 15:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/28 15:00:00",SA1,745.457,0.6,SATELLITE,"2024/05/28 15:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/28 15:00:00",TAS1,38.223,0.6,SATELLITE,"2024/05/28 15:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/28 15:00:00",TASN,29.482,0.6,SATELLITE,"2024/05/28 15:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/28 15:00:00",TASS,8.741,0.6,SATELLITE,"2024/05/28 15:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/28 15:00:00",VIC1,1065.908,0.6,SATELLITE,"2024/05/28 15:20:24"
C,"END OF REPORT",13
