C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/30,18:00:02,0000000421371458,DEMAND,0000000421371457
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/30 17:30:00",NSW1,0.047,0.6,SATELLITE,"2024/05/30 17:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/30 17:30:00",QLD1,20.181,0.6,SATELLITE,"2024/05/30 17:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/30 17:30:00",QLDC,0.314,0.6,SATELLITE,"2024/05/30 17:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/30 17:30:00",QLDN,19.663,0.6,SATELLITE,"2024/05/30 17:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/30 17:30:00",QLDS,0.205,0.6,SATELLITE,"2024/05/30 17:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/30 17:30:00",SA1,47.306,0.6,SATELLITE,"2024/05/30 17:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/30 17:30:00",TAS1,0,0.6,SATELLITE,"2024/05/30 17:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/30 17:30:00",TASN,0,0.6,SATELLITE,"2024/05/30 17:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/30 17:30:00",TASS,0,0.6,SATELLITE,"2024/05/30 17:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/30 17:30:00",VIC1,0.603,0.6,SATELLITE,"2024/05/30 17:50:23"
C,"END OF REPORT",13
