C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/31,18:00:02,0000000421484872,DEMAND,0000000421484871
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:30:00",NSW1,0.117,0.6,SATELLITE,"2024/05/31 17:50:23"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:30:00",QLD1,20.514,0.6,SATELLITE,"2024/05/31 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:30:00",QLDC,0.24,0.6,SATELLITE,"2024/05/31 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:30:00",QLDN,20.137,0.6,SATELLITE,"2024/05/31 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:30:00",QLDS,0.137,0.6,SATELLITE,"2024/05/31 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:30:00",SA1,36.882,0.6,SATELLITE,"2024/05/31 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:30:00",TAS1,0,0.6,SATELLITE,"2024/05/31 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:30:00",TASN,0,0.6,SATELLITE,"2024/05/31 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:30:00",TASS,0,0.6,SATELLITE,"2024/05/31 17:50:24"
D,ROOFTOP,ACTUAL,2,"2024/05/31 17:30:00",VIC1,1.086,0.6,SATELLITE,"2024/05/31 17:50:24"
C,"END OF REPORT",13
