C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/07,10:00:02,0000000422204274,DEMAND,0000000422204273
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/07 09:30:00",NSW1,991.535,0.6,SATELLITE,"2024/06/07 09:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/07 09:30:00",QLD1,2106.179,0.6,SATELLITE,"2024/06/07 09:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/07 09:30:00",QLDC,205.815,0.6,SATELLITE,"2024/06/07 09:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/07 09:30:00",QLDN,352.678,0.6,SATELLITE,"2024/06/07 09:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/07 09:30:00",QLDS,1547.686,0.6,SATELLITE,"2024/06/07 09:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/07 09:30:00",SA1,329.197,0.6,SATELLITE,"2024/06/07 09:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/07 09:30:00",TAS1,35.555,0.6,SATELLITE,"2024/06/07 09:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/07 09:30:00",TASN,24.496,0.6,SATELLITE,"2024/06/07 09:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/07 09:30:00",TASS,11.059,0.6,SATELLITE,"2024/06/07 09:50:21"
D,ROOFTOP,ACTUAL,2,"2024/06/07 09:30:00",VIC1,696.29,0.6,SATELLITE,"2024/06/07 09:50:21"
C,"END OF REPORT",13
