C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/11,11:30:02,0000000422649163,DEMAND,0000000422649162
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/11 11:00:00",NSW1,1606.656,0.6,SATELLITE,"2024/06/11 11:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/11 11:00:00",QLD1,2828.287,0.6,SATELLITE,"2024/06/11 11:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/11 11:00:00",QLDC,274.003,0.6,SATELLITE,"2024/06/11 11:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/11 11:00:00",QLDN,497.153,0.6,SATELLITE,"2024/06/11 11:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/11 11:00:00",QLDS,2057.131,0.6,SATELLITE,"2024/06/11 11:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/11 11:00:00",SA1,292.324,0.6,SATELLITE,"2024/06/11 11:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/11 11:00:00",TAS1,30.995,0.6,SATELLITE,"2024/06/11 11:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/11 11:00:00",TASN,9.352,0.6,SATELLITE,"2024/06/11 11:20:22"
D,ROOFTOP,ACTUAL,2,"2024/06/11 11:00:00",TASS,21.643,0.6,SATELLITE,"2024/06/11 11:20:23"
D,ROOFTOP,ACTUAL,2,"2024/06/11 11:00:00",VIC1,273.483,0.6,SATELLITE,"2024/06/11 11:20:23"
C,"END OF REPORT",13
