C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/27,07:30:02,0000000420986111,DEMAND,0000000420986110
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:00:00",NSW1,52.885,0.6,SATELLITE,"2024/05/27 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:00:00",QLD1,165.594,0.6,SATELLITE,"2024/05/27 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:00:00",QLDC,18.992,0.6,SATELLITE,"2024/05/27 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:00:00",QLDN,7.958,0.6,SATELLITE,"2024/05/27 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:00:00",QLDS,138.644,0.6,SATELLITE,"2024/05/27 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:00:00",SA1,0,0.6,SATELLITE,"2024/05/27 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:00:00",TAS1,0,0.6,SATELLITE,"2024/05/27 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:00:00",TASN,0,0.6,SATELLITE,"2024/05/27 07:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:00:00",TASS,0,0.6,SATELLITE,"2024/05/27 07:20:24"
D,ROOFTOP,ACTUAL,2,"2024/05/27 07:00:00",VIC1,0,0.6,SATELLITE,"2024/05/27 07:20:24"
C,"END OF REPORT",13
