C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/29,17:30:02,0000000421258946,DEMAND,0000000421258945
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/29 17:00:00",NSW1,60.046,0.6,SATELLITE,"2024/05/29 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/29 17:00:00",QLD1,128.741,0.6,SATELLITE,"2024/05/29 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/29 17:00:00",QLDC,12.317,0.6,SATELLITE,"2024/05/29 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/29 17:00:00",QLDN,71.074,0.6,SATELLITE,"2024/05/29 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/29 17:00:00",QLDS,45.349,0.6,SATELLITE,"2024/05/29 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/29 17:00:00",SA1,149.746,0.6,SATELLITE,"2024/05/29 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/29 17:00:00",TAS1,0.624,0.6,SATELLITE,"2024/05/29 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/29 17:00:00",TASN,0.561,0.6,SATELLITE,"2024/05/29 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/29 17:00:00",TASS,0.063,0.6,SATELLITE,"2024/05/29 17:20:23"
D,ROOFTOP,ACTUAL,2,"2024/05/29 17:00:00",VIC1,75.781,0.6,SATELLITE,"2024/05/29 17:20:23"
C,"END OF REPORT",13
