C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/15,14:00:02,0000000423128698,DEMAND,0000000423128697
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/15 13:30:00",NSW1,1199.262,0.6,SATELLITE,"2024/06/15 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/15 13:30:00",QLD1,2617.634,0.6,SATELLITE,"2024/06/15 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/15 13:30:00",QLDC,253.208,0.6,SATELLITE,"2024/06/15 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/15 13:30:00",QLDN,502.43,0.6,SATELLITE,"2024/06/15 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/15 13:30:00",QLDS,1861.996,0.6,SATELLITE,"2024/06/15 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/15 13:30:00",SA1,452.996,0.6,SATELLITE,"2024/06/15 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/15 13:30:00",TAS1,64.372,0.6,SATELLITE,"2024/06/15 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/15 13:30:00",TASN,44.72,0.6,SATELLITE,"2024/06/15 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/15 13:30:00",TASS,19.652,0.6,SATELLITE,"2024/06/15 13:50:23"
D,ROOFTOP,ACTUAL,2,"2024/06/15 13:30:00",VIC1,1175.098,0.6,SATELLITE,"2024/06/15 13:50:23"
C,"END OF REPORT",13
