C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/05/28,09:30:02,0000000421105657,DEMAND,0000000421105656
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/05/28 09:00:00",NSW1,1497.306,0.6,SATELLITE,"2024/05/28 09:20:21"
D,ROOFTOP,ACTUAL,2,"2024/05/28 09:00:00",QLD1,1020.915,0.6,SATELLITE,"2024/05/28 09:20:21"
D,ROOFTOP,ACTUAL,2,"2024/05/28 09:00:00",QLDC,179.112,0.6,SATELLITE,"2024/05/28 09:20:21"
D,ROOFTOP,ACTUAL,2,"2024/05/28 09:00:00",QLDN,138.703,0.6,SATELLITE,"2024/05/28 09:20:21"
D,ROOFTOP,ACTUAL,2,"2024/05/28 09:00:00",QLDS,703.099,0.6,SATELLITE,"2024/05/28 09:20:21"
D,ROOFTOP,ACTUAL,2,"2024/05/28 09:00:00",SA1,283.853,0.6,SATELLITE,"2024/05/28 09:20:21"
D,ROOFTOP,ACTUAL,2,"2024/05/28 09:00:00",TAS1,26.177,0.6,SATELLITE,"2024/05/28 09:20:21"
D,ROOFTOP,ACTUAL,2,"2024/05/28 09:00:00",TASN,17.318,0.6,SATELLITE,"2024/05/28 09:20:21"
D,ROOFTOP,ACTUAL,2,"2024/05/28 09:00:00",TASS,8.859,0.6,SATELLITE,"2024/05/28 09:20:21"
D,ROOFTOP,ACTUAL,2,"2024/05/28 09:00:00",VIC1,663.316,0.6,SATELLITE,"2024/05/28 09:20:21"
C,"END OF REPORT",13
