C,NEMP.WORLD,ROOFTOP_PV_ACTUAL_SATELLITE,AEMO,PUBLIC,2024/06/16,11:00:02,0000000423217757,DEMAND,0000000423217756
I,ROOFTOP,ACTUAL,2,INTERVAL_DATETIME,REGIONID,POWER,QI,TYPE,LASTCHANGED
D,ROOFTOP,ACTUAL,2,"2024/06/16 10:30:00",NSW1,2310.84,0.6,SATELLITE,"2024/06/16 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/16 10:30:00",QLD1,2610.88,0.6,SATELLITE,"2024/06/16 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/16 10:30:00",QLDC,253.982,0.6,SATELLITE,"2024/06/16 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/16 10:30:00",QLDN,453.674,0.6,SATELLITE,"2024/06/16 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/16 10:30:00",QLDS,1903.224,0.6,SATELLITE,"2024/06/16 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/16 10:30:00",SA1,636.461,0.6,SATELLITE,"2024/06/16 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/16 10:30:00",TAS1,29.985,0.6,SATELLITE,"2024/06/16 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/16 10:30:00",TASN,19.423,0.6,SATELLITE,"2024/06/16 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/16 10:30:00",TASS,10.562,0.6,SATELLITE,"2024/06/16 10:50:25"
D,ROOFTOP,ACTUAL,2,"2024/06/16 10:30:00",VIC1,1109.684,0.6,SATELLITE,"2024/06/16 10:50:25"
C,"END OF REPORT",13
